q,seed,ok,n_rec,matched,x,y,kappa_star,slope,m2d_rec,m2d_true,rchi2
0.5,5323,True,1,True,-6.6068984688376595,-3.274685638257996,1.652729924983864,0.11835064076106418,772643290572299.4,125685604587095.86,5.996997174282216
0.5,5324,True,2,True,2.2206220293450567,-7.880339169943751,0.989500820154483,0.25351719022140956,563978472907800.1,125685604587095.86,2.0004425118904225
0.5,5325,True,1,False,nan,nan,nan,nan,892143843464791.0,125685604587095.86,7.64179497181341
0.5,5326,True,1,True,1.8888953764051268,1.5931919453931136,0.5178383335882111,0.6101716401533296,246805706933270.75,125685604587095.86,1.211438461253896
0.5,5327,True,1,True,0.6879272610376942,-0.8737864232305157,0.23483587471903972,0.8535560962333952,117915175813747.25,125685604587095.86,1.4753646453736484
0.5,5328,True,1,False,nan,nan,nan,nan,410945388817524.56,125685604587095.86,8.575533810588471
0.5,5329,True,1,False,nan,nan,nan,nan,391986329334781.44,125685604587095.86,2.077729213983389
0.5,5330,True,1,True,-3.019073790315124,-1.296163746780832,3.449241364459602,0.1,1613921416913987.0,125685604587095.86,1.0381450657674942
0.5,5331,True,1,True,-0.6150969234294995,-1.7381420281112416,0.6210565421516461,0.495840744732796,292144449913300.4,125685604587095.86,1.2911942447496954
0.5,5332,True,3,True,1.6667182973508077,0.4000155206876602,0.20386501975915905,0.8284559275873349,696197621200743.1,125685604587095.86,2.1756104220463843
0.5,5333,True,3,True,-0.06437640198422827,-1.2290045961725595,0.41227761100201493,0.6289161735359741,1026523653182939.4,125685604587095.86,1.2530148359043154
0.5,5334,True,2,True,7.357247870697794,3.5347889268298855,0.03722714727668991,1.1591382393888283,667228597212140.8,125685604587095.86,1.6488471054065825
0.5,5335,True,3,True,1.2960350425796014,-0.9473239119161126,0.12389708117302144,1.0383727975346164,873922311110854.5,125685604587095.86,3.5321937614648657
0.5,5336,True,2,True,-1.1734144129885846,-1.2280055899210591,0.5502791020135638,0.5175245245124744,477150719553512.1,125685604587095.86,1.4400082848922615
0.5,5337,True,2,False,nan,nan,nan,nan,1070221293817470.6,125685604587095.86,1.351237862869391
0.5,5338,True,2,False,nan,nan,nan,nan,740465881439661.8,125685604587095.86,1.3550978070250943
0.5,5339,True,1,False,nan,nan,nan,nan,955530366014011.6,125685604587095.86,6.323133265483994
0.5,5340,True,1,False,nan,nan,nan,nan,1085332193410528.4,125685604587095.86,1.8384801582829935
0.5,5341,True,2,True,-9.87714452431578,-10.546518653328928,2.4181513348233836,0.10000000000796216,1709723790338032.5,125685604587095.86,1.220355218990127
0.5,5342,True,1,True,1.2964755575691198,-0.2040910765640824,0.677436726798562,0.3866978960888307,316411295810900.3,125685604587095.86,1.1794522048938763
0.5,5343,True,1,True,5.812430138008024,3.253715905451911,3.4178631598382583,0.1,1599239360452383.0,125685604587095.86,0.9733774822980271
0.5,5344,True,1,False,nan,nan,nan,nan,1056013217820797.4,125685604587095.86,1.7708394963456737
0.5,5345,True,1,True,-0.938293969607144,-0.3439960283282413,0.8458705409754914,0.4067869727417619,395454921621821.44,125685604587095.86,1.5489448785731244
0.5,5346,True,1,False,nan,nan,nan,nan,862892667607714.5,125685604587095.86,1.5047434780841469
0.5,5347,True,2,False,nan,nan,nan,nan,1094172897280205.0,125685604587095.86,1.0863872872578122
0.5,5348,True,1,True,11.222925606895638,0.6385590288995041,3.12574473417482,0.1,1462555338188466.2,125685604587095.86,1.3598853390870953
0.5,5349,True,1,False,nan,nan,nan,nan,835910633372507.2,125685604587095.86,3.8836238620836836
0.7,5200,True,1,True,11.13464210096807,3.0911177529906877,2.7405255526006465,0.16085879436727035,1279048402210237.2,129237624250272.27,4.8789049108514115
0.7,5201,True,2,False,nan,nan,nan,nan,814964557652206.6,129237624250272.27,1.592973235389577
0.7,5202,True,2,False,nan,nan,nan,nan,648306849349539.6,129237624250272.27,1.7304752290502534
0.7,5203,True,1,True,0.38251604828767266,0.7298475459262406,0.771162276773577,0.3750026396886904,360015784429290.44,129237624250272.27,1.5678135593149383
0.7,5204,True,2,False,nan,nan,nan,nan,982488685555424.4,129237624250272.27,1.4309907282930059
0.7,5205,True,1,True,-0.4539622264226911,1.7402229512225635,1.448264005252012,0.23783767998124916,674820062828885.6,129237624250272.27,1.027666955106706
0.7,5206,True,2,True,-0.8307281376200127,-0.09414004544010506,0.7116535247810074,0.4617795830277928,368801395022447.9,129237624250272.27,0.9865368193854376
0.7,5207,True,1,False,nan,nan,nan,nan,1076275709568.3264,129237624250272.27,21.619850167224662
0.7,5208,True,1,False,nan,nan,nan,nan,520392549407365.5,129237624250272.27,9.97442861794383
0.7,5209,True,1,True,2.55410150804816,3.3556900761020403,2.668814120892856,0.13631513681905916,1246699714629949.8,129237624250272.27,1.1985029032524326
0.7,5210,True,1,True,2.0309401627085713,1.9901638672944757,2.2476433812992664,0.15811238617824122,1049108511033212.4,129237624250272.27,1.074085942453485
0.7,5211,True,1,False,nan,nan,nan,nan,1095480102380156.1,129237624250272.27,13.01724060893675
0.7,5212,True,1,True,0.5846188240670841,0.10469977734386124,0.7404136837912391,0.48013916153627006,347827518676892.06,129237624250272.27,1.2167052566043763
0.7,5213,True,2,True,-0.7983751651453038,-0.629511963259747,1.2559447078880102,0.26331447472391256,831978428529040.2,129237624250272.27,1.0263018077174695
0.7,5214,True,1,False,nan,nan,nan,nan,1189031138311864.0,129237624250272.27,1.3917180287533903
0.7,5215,True,1,True,1.0695500265605917,0.2801962306325772,0.8360880531169993,0.4182798247433207,391120440000249.06,129237624250272.27,1.0564102842806278
0.7,5216,True,3,True,-0.0897948680169704,-0.844141672434789,0.44752145665882137,0.593242719269795,263854678108767.97,129237624250272.27,1.2759871389213495
0.7,5217,True,2,True,-1.0648333498850708,0.8248033091598514,1.322075142640422,0.2449651666371233,630200121320751.0,129237624250272.27,1.6319560985863515
0.7,5218,True,1,True,-0.3182793538022628,-0.8913022909736013,0.7438210472611314,0.4052275951462999,347718089537454.44,129237624250272.27,1.0232244442157656
0.7,5219,True,2,True,4.005961888007476,2.026523713648253,0.7030881929077436,0.46959281853780593,341415148456112.6,129237624250272.27,1.6191282087853778
0.7,5220,True,1,True,-1.1106952296199375,-14.554522658107846,1.8029175307288643,0.10000000000000002,843596289246309.2,129237624250272.27,1.7676139451320072
0.7,5221,True,1,True,2.596552971331759,7.836569088834136,3.0549648240021123,0.1,1429436979440939.5,129237624250272.27,1.1900393526940567
0.7,5222,True,1,False,nan,nan,nan,nan,1314231867803952.5,129237624250272.27,1.655138693133738
0.7,5223,True,2,False,nan,nan,nan,nan,1179986739539127.5,129237624250272.27,1.428585411547068
0.7,5224,True,1,False,nan,nan,nan,nan,723030043253114.2,129237624250272.27,1.4586154868512564
0.7,5225,True,3,True,-2.449615765421042,-13.235180711967423,1.3003061970673107,0.17606307489530915,1253796461041873.5,129237624250272.27,1.301219898025969
0.7,5226,True,1,True,0.6747389648390323,0.09279160728291555,0.6937166949795436,0.42070448611652617,324563406603686.06,129237624250272.27,1.4036217706262573
0.7,5227,True,1,False,nan,nan,nan,nan,420054154088393.1,129237624250272.27,2.8820981093043314
0.7,5228,True,1,False,nan,nan,nan,nan,211399426234655.75,129237624250272.27,2.1774918716871055
0.7,5229,True,1,False,nan,nan,nan,nan,469441873614.311,129237624250272.27,2.5631808581907203
0.7,5230,True,1,True,3.3159248988176677,-0.408699150646338,0.7338550458325341,0.4550749002898875,344091859772760.7,129237624250272.27,1.1668540396261002
0.7,5231,True,1,True,-0.19129613690991504,-0.6490216111549473,0.025328559446513188,1.2233654679108303,15167717967735.635,129237624250272.27,4.580186673691944
0.7,5232,True,2,False,nan,nan,nan,nan,1091971402833242.2,129237624250272.27,1.449253996222297
0.7,5233,True,1,True,-1.3784543091516965,-0.757736560612962,1.1582021329931522,0.30983951506896346,539768097573878.9,129237624250272.27,1.03225363747307
0.7,5234,True,1,True,-0.5778320441204192,-1.0809708378408773,0.9544224478510324,0.36459495496208283,445400503828153.6,129237624250272.27,1.1244587182880492
0.7,5235,True,1,True,-1.5020695948001541,-0.8932930692416127,1.3593313333110557,0.2268558688369986,633458582841587.0,129237624250272.27,1.1866687819110282
0.7,5236,True,1,False,nan,nan,nan,nan,591007274676971.0,129237624250272.27,1.7032704562256331
0.7,5237,True,1,True,-1.3859485391222028,0.27177594120392734,2.312874197904091,0.17236388095829797,1079067539770852.5,129237624250272.27,1.0454029656960875
0.7,5238,True,1,False,nan,nan,nan,nan,967683547064939.5,129237624250272.27,1.8320779466181092
0.7,5239,True,1,True,-0.4097794693564869,-1.0557167309861129,0.7151930143990921,0.4365016437263691,334926642456084.44,129237624250272.27,1.3918901671614439
0.7,5240,True,2,True,0.00442242845771949,0.4101920915586604,1.1438975614697016,0.293378833626174,543029077794553.8,129237624250272.27,1.191342630641038
0.7,5241,True,2,True,-3.5141630657225322,4.4076634209678325,2.282882275535042,0.12803791993848296,1077170623206988.8,129237624250272.27,2.36655251066589
0.7,5242,True,1,True,0.9866437296695519,-1.493152589823031,2.0234922418836985,0.17257840294074445,944050888663378.6,129237624250272.27,1.1830442435193376
0.7,5243,True,2,True,-0.655660534919334,0.5910206590777813,0.11976039944252276,0.8053505452884261,665738854374364.2,129237624250272.27,1.263459280086368
0.7,5244,True,1,False,nan,nan,nan,nan,27074666239.58068,129237624250272.27,1.7874639401170727
0.7,5245,True,1,True,-0.4491998254297449,-0.7362172879725113,0.7444172272286252,0.4683003714165802,349382840748517.94,129237624250272.27,1.1381910583214112
0.7,5246,True,1,True,0.27422790296853344,0.6951201423013353,1.2762242530939074,0.2867227057165625,594621405460651.2,129237624250272.27,1.0916010668903848
0.7,5247,True,1,False,nan,nan,nan,nan,619801345080798.6,129237624250272.27,2.3083036859121413
0.7,5248,True,3,True,6.607425059094852,10.669386604640234,1.4491583352409285,0.10000000051151339,1242124679335506.5,129237624250272.27,1.4641681538796545
0.7,5249,True,2,True,0.06435518557454795,0.30608683798324565,0.6750931384327895,0.410035868510935,431618016933891.1,129237624250272.27,1.2947548240242301
0.9,5100,True,2,False,nan,nan,nan,nan,1103780873442718.0,130440570634582.88,1.6529510551257478
0.9,5101,True,1,True,0.062249141136893615,-0.23779764590786104,0.875935166635518,0.38325594096180227,409064496339780.7,130440570634582.88,1.142061095304346
0.9,5102,True,1,True,0.5324037578571026,-0.017414882714633362,1.1780512540674528,0.297166075380986,548930284900604.5,130440570634582.88,1.065774868952341
0.9,5103,True,1,True,0.24634889912622213,-0.13430108359327747,0.9894343407804781,0.33102240843254505,461297687533415.25,130440570634582.88,1.059360381891907
0.9,5104,True,1,True,0.8247259399115624,0.027415476830064494,1.7169647841012374,0.223504946412385,800154175993827.5,130440570634582.88,1.1567398060507033
0.9,5105,True,1,True,4.652251794622366,2.805267069171129,1.312047568862716,0.236397350182021,611358251729850.6,130440570634582.88,3.5616213038784497
0.9,5106,True,1,False,nan,nan,nan,nan,563256280112849.1,130440570634582.88,2.219505538322087
0.9,5107,True,1,True,0.8044694645155916,0.07913240793849537,0.7042297496161597,0.4460669906399956,329996977727551.44,130440570634582.88,1.139777601119788
0.9,5108,True,1,False,nan,nan,nan,nan,1333526071928517.2,130440570634582.88,1.4858189070170138
0.9,5109,True,1,True,3.2986526278294326,0.08472335111541093,1.2835712968622641,0.268361269175249,598002736096429.6,130440570634582.88,1.0258029592355464
0.9,5110,True,1,False,nan,nan,nan,nan,29544596290.88494,130440570634582.88,2.22574038944399
0.9,5111,True,1,False,nan,nan,nan,nan,654825812144952.9,130440570634582.88,1.6215156191216227
0.9,5112,True,1,True,1.730310799994766,-1.4037788080748466,0.8904914909688525,0.3505382951867332,415378398886741.0,130440570634582.88,1.3421412020059482
0.9,5113,True,1,False,nan,nan,nan,nan,1154821137490165.5,130440570634582.88,4.8410706787983955
0.9,5114,True,4,True,2.8783591401609794,3.5220891018839797,3.110527310220397,0.10000000003313728,1473620725004661.8,130440570634582.88,1.2849653756105968
0.9,5115,True,1,False,nan,nan,nan,nan,517599480356094.3,130440570634582.88,2.8508254350627986
0.9,5116,True,1,True,-1.8666916796647248,-0.5282951949770371,1.2769968744225626,0.28603279304071005,594978597078189.2,130440570634582.88,1.4915338698594922
0.9,5117,True,1,True,5.372226654814314,-10.971449917290204,2.6828543751253906,0.1,1255324193630222.8,130440570634582.88,1.176011627933423
0.9,5118,True,1,False,nan,nan,nan,nan,382221233892873.44,130440570634582.88,3.4215783246202878
0.9,5119,True,2,True,2.267368565766062,-1.1156875072267234,1.0866452974062446,0.29330495295795056,593566591406150.8,130440570634582.88,1.079045726034219
0.9,5120,True,1,True,0.015036231565478328,-0.7893865251835481,0.5031975555123386,0.5212004396757488,237266985113657.6,130440570634582.88,1.6631086145015006
0.9,5121,True,3,True,-2.669669663846281,-2.458130952036001,1.288365865706707,0.259515742970497,614872532444510.4,130440570634582.88,1.0486941390477476
0.9,5122,True,2,False,nan,nan,nan,nan,547314854260014.94,130440570634582.88,1.33899096310256
0.9,5123,True,1,True,0.5960600092879311,-0.5297491601840622,0.5867496784382809,0.4303569852997096,274672368802227.8,130440570634582.88,1.4508202141124829
0.9,5124,True,1,False,nan,nan,nan,nan,303668133825523.5,130440570634582.88,1.886838930427419
0.9,5125,True,1,False,nan,nan,nan,nan,1076175847722629.1,130440570634582.88,1.439369656938318
0.9,5126,True,1,False,nan,nan,nan,nan,203758654642292.34,130440570634582.88,5.40043867708221
0.9,5127,True,2,True,2.2394376384608075,0.8562585893520269,0.4892032826491288,0.5615658900001299,249433895014871.06,130440570634582.88,1.036607638253015
0.9,5128,True,1,True,0.2687750073535945,0.25807185508720576,1.1596853240929874,0.3520299532672614,540970497386066.0,130440570634582.88,2.5517195914272746
0.9,5129,True,2,True,0.5087876244026703,-1.3548283764214897,0.4970610919607356,0.6025942351324225,258086202839341.06,130440570634582.88,1.096058410038781
0.9,5130,True,1,True,-1.1074441205204084,0.8478295135470536,2.405037767582312,0.16269767294272738,1122403114342878.4,130440570634582.88,1.381155628026768
0.9,5131,True,1,True,-0.2281434033408158,-0.4894607484860603,1.3158456898156285,0.24554096308908355,613081673019896.4,130440570634582.88,1.0533005510289863
0.9,5132,True,1,False,nan,nan,nan,nan,696853799567115.5,130440570634582.88,5.44721192981936
0.9,5133,True,2,True,-3.599236782100588,-2.2493729740097557,2.8501215619615747,0.10000000121682401,1360312794785853.5,130440570634582.88,1.5115908573595587
0.9,5134,True,3,True,0.26106264483467856,1.1039526225479932,0.2856205563527494,0.6760426114976757,1015284467286178.6,130440570634582.88,1.223780285421642
0.9,5135,True,2,False,nan,nan,nan,nan,1391977989595104.0,130440570634582.88,1.3373734929326182
0.9,5136,True,2,True,3.4129098801409983,5.648785046089879,1.068174192606397,0.3179864763341688,500084829421431.9,130440570634582.88,1.7166089494844285
0.9,5137,True,3,False,nan,nan,nan,nan,1658214742508531.5,130440570634582.88,1.7691344307428187
0.9,5138,True,1,True,-1.6413217627010388,-0.3128261577401336,0.7679792808002496,0.36803243419580267,358436589023917.1,130440570634582.88,1.9942581233161343
0.9,5139,True,1,True,0.40187784046518027,-0.39747399531983074,1.3159096282568512,0.26512124211935256,613068465280528.2,130440570634582.88,1.7343162647251869
0.9,5140,True,1,True,-0.4574739453207762,0.5698654033025635,1.0061493578710463,0.30948466882393816,468903009574883.4,130440570634582.88,1.1376328149894464
0.9,5141,True,1,True,-0.6604182517113664,-1.9375657621041902,0.6966133689811026,0.4779516516525899,327193465558928.7,130440570634582.88,0.9787993111740967
0.9,5142,True,1,True,1.785863363031165,-2.638504241162926,0.4228254405464371,0.6212483289695618,201847180309828.6,130440570634582.88,1.3113167711982543
0.9,5143,True,1,False,nan,nan,nan,nan,135424721312.95085,130440570634582.88,2.008981836425362
0.9,5144,True,4,True,4.816550508392558,0.4807536049343687,0.008310042842716067,1.0112958098371752,668931934640231.8,130440570634582.88,1.8318585308793705
0.9,5145,True,1,True,0.7954895139869264,-0.7173699802078939,0.6441334868005524,0.46964392034623775,302346962274966.7,130440570634582.88,1.1912665599953405
0.9,5146,True,1,True,0.16417842893457874,0.6005348726907458,1.209473011108869,0.30328992468292565,563611585218729.9,130440570634582.88,1.005743413109443
0.9,5147,True,1,True,-0.23002545750789638,1.0310296623993591,1.0166205912096469,0.3393139147794676,474066495383507.8,130440570634582.88,1.6810694857261894
0.9,5148,True,3,True,7.521411405425743,6.193632059528966,3.0561825067248845,0.10000000434763406,1640722000805524.0,130440570634582.88,1.1001890205158626
0.9,5149,True,2,False,nan,nan,nan,nan,1355737668578128.2,130440570634582.88,1.3154349832915369
1.0,5000,True,1,False,nan,nan,nan,nan,325518595701007.9,130556518526248.16,8.112022248446635
1.0,5001,True,2,True,0.3765571559164329,-0.36249965273773566,1.6788939783355594,0.20312162816678506,786586376372688.6,130556518526248.16,1.2741893185696742
1.0,5002,True,1,True,0.3748569864421642,-0.05060978031668451,0.6121837678356044,0.43263654284480174,286618423457843.1,130556518526248.16,1.2749662337619605
1.0,5003,True,1,False,nan,nan,nan,nan,706850990713870.9,130556518526248.16,3.1271846882811385
1.0,5004,True,1,True,0.6652132948302993,-1.8888044593166053,1.592597002352341,0.2330112900496372,742108175530960.2,130556518526248.16,1.1767923154110853
1.0,5005,True,1,True,-8.952902449696168,1.2447038652711744,2.618181672703972,0.10000000000000002,1225063435249232.5,130556518526248.16,2.625511846577973
1.0,5006,True,1,True,-0.2121829265238364,-0.31215186365876246,0.6542238524742209,0.4494365398012415,306634273053402.8,130556518526248.16,1.0643717317409571
1.0,5007,True,1,True,-1.5777590720527015,-1.0290331439059728,0.6632117338043345,0.4608645377295435,311097616385722.2,130556518526248.16,1.0020885567409312
1.0,5008,True,2,True,0.6840765681458256,-0.204569525805087,0.5512873023178998,0.5474857511264433,264110781061569.6,130556518526248.16,1.0133063635487232
1.0,5009,True,1,True,0.8505306743728233,-0.5303736316226562,0.8710432003561056,0.39862243225660865,407059580829919.94,130556518526248.16,1.0729330143106557
1.0,5010,True,1,True,-1.2380417582876273,0.5463738248955136,1.0305022276051568,0.32966743132631715,480430079427716.0,130556518526248.16,0.9595478903680169
1.0,5011,True,1,True,-0.26244757352977655,-0.25038789175966625,0.5568549103295688,0.40982629147860106,260377297765496.56,130556518526248.16,3.811383260153138
1.0,5012,True,1,False,nan,nan,nan,nan,383913163040898.44,130556518526248.16,1.525902367518088
1.0,5013,True,1,True,-0.7632298619180428,6.480440159359026,0.0002826894449068632,1.4254512330319669,203652497239.8873,130556518526248.16,2.853134633197439
1.0,5014,True,1,False,nan,nan,nan,nan,1719449630868.2615,130556518526248.16,2.9793765481413517
1.0,5015,True,1,True,-0.49355264300663193,0.6497220949180277,1.0695979914149072,0.3076427204781125,498459163623585.2,130556518526248.16,1.1573839583973042
1.0,5016,True,1,False,nan,nan,nan,nan,2223768686816.365,130556518526248.16,3.4774465084864783
1.0,5017,True,1,False,nan,nan,nan,nan,617882718139159.5,130556518526248.16,1.7815558015155633
1.0,5018,True,1,False,nan,nan,nan,nan,1042884780396215.5,130556518526248.16,4.1275491732843825
1.0,5019,True,1,True,-0.08974433927021253,-0.900057471754386,0.9634184891402936,0.3540355749432483,449443276637011.44,130556518526248.16,1.0607178356406932
1.0,5020,True,2,False,nan,nan,nan,nan,1497960754478170.8,130556518526248.16,1.3915645659545546
1.0,5021,True,1,True,0.28145712069687767,0.7993438552401577,0.8298589000768747,0.3884535556383688,387632877722047.25,130556518526248.16,1.4576789237866352
1.0,5022,True,2,False,nan,nan,nan,nan,1241631238474725.8,130556518526248.16,1.5730142249530028
1.0,5023,True,1,True,-0.5815128148783948,-0.5372586446510604,0.4932319972199935,0.5467339459041514,233194584578649.62,130556518526248.16,1.1159163395630998
1.0,5024,True,1,False,nan,nan,nan,nan,510870812241832.25,130556518526248.16,4.3927284378374365
1.0,5025,True,1,False,nan,nan,nan,nan,85815106140900.27,130556518526248.16,5.649853767649834
1.0,5026,True,1,True,1.0709180091067965,0.5146674878471966,0.6055375441584556,0.479311687178554,284447069422470.9,130556518526248.16,1.1741479165330746
1.0,5027,True,2,True,0.5464689445946556,-1.9617702519852938,0.40402491437289634,0.5766892686649898,533577845663435.25,130556518526248.16,1.803565812813108
1.0,5028,True,2,True,-1.6163091374531455,0.4535383825815046,1.0523762604211733,0.30686069910840885,496436374716018.8,130556518526248.16,1.395460498844924
1.0,5029,True,1,False,nan,nan,nan,nan,238328653816.9598,130556518526248.16,6.2895655536360335
1.0,5030,True,2,True,0.41161075643667977,0.5036641820918517,0.8563862295828208,0.39563861006531276,431137184152572.4,130556518526248.16,1.1033831935409448
1.0,5031,True,1,True,0.19463059886220868,-0.6608388910408651,0.6261285545391089,0.4570182934949002,293621251597137.7,130556518526248.16,1.138720695346179
1.0,5032,True,3,False,nan,nan,nan,nan,1370082559671027.0,130556518526248.16,1.4456570434869125
1.0,5033,True,1,True,0.427024248729494,0.6393842908277025,0.7961570874225549,0.41142288219107775,372302688071634.9,130556518526248.16,1.2165946951283684
1.0,5034,True,1,False,nan,nan,nan,nan,2939400141142.083,130556518526248.16,3.88116115425488
1.0,5035,True,1,True,-1.1283400449864225,-3.343709889544755,0.0003974591304929863,1.2803724058544428,248560292614.72168,130556518526248.16,1.9413742414299568
1.0,5036,True,2,True,-1.5661507600450197,2.389629912928311,1.102424795104559,0.33437050656042366,556713518614905.56,130556518526248.16,1.8088678703719334
1.0,5037,True,1,True,0.3154553294444431,-0.423441517405852,3.159391080359104,0.1,1478298672147997.5,130556518526248.16,1.1917461016495876
1.0,5038,True,1,False,nan,nan,nan,nan,629120160645228.8,130556518526248.16,4.775495395875138
1.0,5039,True,1,True,0.024947253236261804,0.1784806129786216,1.1062797700390583,0.29500721534422336,515476043598565.06,130556518526248.16,0.9285100552022904
1.0,5040,True,2,False,nan,nan,nan,nan,1038077042856400.0,130556518526248.16,1.4946582349233128
1.0,5041,True,1,True,1.841717355128297,-3.274589172044192,2.686964596610531,0.1600133089422059,1254085776657062.8,130556518526248.16,1.2230329515073812
1.0,5042,True,1,False,nan,nan,nan,nan,497119538555271.3,130556518526248.16,1.5971682375718255
1.0,5043,True,1,True,0.10968880453300069,0.0038172341981705217,0.9392262588868938,0.2990793381605542,437655333924529.56,130556518526248.16,1.6297617464796421
1.0,5044,True,1,False,nan,nan,nan,nan,1093164029239.203,130556518526248.16,1.8373473188471805
1.0,5045,True,1,False,nan,nan,nan,nan,637760232158922.1,130556518526248.16,1.3442713986372654
1.0,5046,True,1,False,nan,nan,nan,nan,701753755006762.1,130556518526248.16,2.8527438893173773
1.0,5047,True,2,True,5.127536636771838,-0.9557626356703083,0.6027602539124418,0.40261800931835723,286118041044192.25,130556518526248.16,3.0085094423640117
1.0,5048,True,1,True,0.462045387953985,0.24854807349759478,0.6301926635155236,0.41698413361901304,294781873895985.6,130556518526248.16,1.3287150752497412
1.0,5049,True,1,False,nan,nan,nan,nan,13101155790.18632,130556518526248.16,17.19763746871728
